id,price,price_m, total_square ,living_square,ratio_livtot,rooms,level,total_levels,not_ground_floor,not_last_floor,middle_floor,age,kitchen_type,bad_cond,old_cond,rough_cond,prefin_cond,average_cond,good_cond,high_cond,test,panel,brick,concrete,part_furniture,full_furniture,year,walls,condition,price_m_k,furniture,district_name,district_code
638,59500000,661111,90,65,0.72,4,5,9,1,1,1,25,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1994,m,high,661.1,2,NBH samal-2,60
639,120000000,750000,160,100,0.63,5,7,12,1,1,1,8,1,0,0,0,0,0,0,1,1,0,0,1,1,1,2011,m,high,750,2,NBH samal-2,60
640,28000000,450161,62.2,34,0.55,2,6,9,1,1,1,27,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1992,m,average,450.2,1,NBH samal-2,60
641,42500000,507766,83.7,59.5,0.71,4,1,5,0,1,0,29,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1990,k,good,507.8,2,NBH samal-2,60
642,46000000,528736,87,60,0.69,4,1,9,0,1,0,27,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1992,m,good,528.7,1,NBH samal-2,60
643,50000000,588235,85,52,0.61,3,2,20,1,1,1,3,1,0,0,0,0,0,0,1,1,0,0,1,1,1,2016,m,high,588.2,2,NBH samal-2,60
644,50000000,746269,67,61,0.91,3,3,5,1,1,1,19,1,0,0,0,0,0,0,1,1,0,1,0,0,0,2000,k,high,746.3,0,NBH samal-2,60
645,18000000,450000,40,25,0.63,2,2,3,1,1,1,57,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1962,k,good,450,2,NBH samal-2,60
646,60000000,682594,87.9,60,0.68,2,5,18,1,1,1,11,1,0,0,0,0,0,0,1,1,0,0,1,1,1,2008,m,high,682.6,2,NBH samal-2,60
647,175000000,729167,240,220,0.92,5,3,5,1,1,1,20,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1999,k,high,729.2,1,NBH samal-2,60
648,95000000,542857,175,100,0.57,3,2,9,1,1,1,18,1,0,0,0,0,0,1,0,1,0,0,1,1,1,2001,m,good,542.9,2,NBH samal-2,60
649,62000000,688889,90,36,0.4,3,10,15,1,1,1,11,1,0,0,0,0,0,0,1,1,0,0,1,1,0,2008,m,high,688.9,1,NBH samal-2,60
650,38000000,580153,65.5,43,0.66,3,1,5,0,1,0,28,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1991,k,average,580.2,0,NBH samal-2,60
651,80000000,888889,90,60,0.67,2,7,9,1,1,1,16,1,0,0,0,0,0,1,0,1,0,0,1,1,1,2003,m,good,888.9,2,NBH samal-2,60
652,29300000,771053,38,22,0.58,1,7,9,1,1,1,24,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1995,m,high,771.1,2,NBH samal-2,60
653,45000000,576923,78,51,0.65,4,3,9,1,1,1,29,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1990,m,high,576.9,0,NBH samal-2,60
654,37000000,468354,79,52,0.66,3,8,10,1,1,1,11,1,0,0,0,0,0,1,0,1,0,1,0,1,1,2008,k,good,468.4,2,NBH samal-2,60
655,13500000,477032,28.3,17,0.6,1,2,3,1,1,1,54,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1965,k,good,477,0,NBH samal-2,60
656,52000000,678851,76.6,50,0.65,2,15,22,1,1,1,10,1,0,0,0,0,0,0,1,1,0,0,1,1,1,2009,m,high,678.9,2,NBH samal-2,60
657,39000000,719557,54.2,27.1,0.5,2,4,10,1,1,1,13,1,0,0,0,0,0,1,0,1,0,1,0,1,1,2006,k,good,719.6,2,NBH samal-2,60
658,25000000,600962,41.6,17.8,0.43,1,2,9,1,1,1,28,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1991,m,average,601,1,NBH samal-2,60
659,16000000,533333,30,17,0.57,1,3,3,1,0,0,58,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1961,k,high,533.3,2,NBH samal-2,60
660,38000000,316667,120,75,0.63,3,1,12,0,1,0,26,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1993,m,good,316.7,1,NBH samal-2,60
661,37000000,685185,54,32,0.59,2,9,12,1,1,1,30,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1989,m,old,685.2,2,NBH samal-2,60
662,36500000,450617,81,53.6,0.66,4,7,9,1,1,1,27,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1992,m,old,450.6,0,NBH samal-2,60
663,109000000,838462,130,70,0.54,3,19,21,1,1,1,11,1,0,1,0,0,0,0,0,1,0,0,1,0,0,2008,m,old,838.5,0,NBH samal-2,60
664,31900000,490769,65,34,0.52,2,5,9,1,1,1,30,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1989,m,good,490.8,1,NBH samal-2,60
665,85000000,580601,146.4,80.7,0.55,3,9,20,1,1,1,15,1,0,1,0,0,0,0,0,1,0,0,1,0,0,2004,m,old,580.6,0,NBH samal-2,60
666,80000000,404040,198,180,0.91,5,3,9,1,1,1,24,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1995,m,good,404,0,NBH samal-2,60
667,33000000,485294,68,42,0.62,3,2,12,1,1,1,24,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1995,m,good,485.3,1,NBH samal-2,60
668,22900000,553140,41.4,18,0.43,1,8,9,1,1,1,29,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1990,m,good,553.1,0,NBH samal-2,60
669,23000000,575000,40,28,0.7,1,7,9,1,1,1,25,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1994,m,good,575,2,NBH samal-2,60
670,22000000,575916,38.2,17.2,0.45,1,4,9,1,1,1,24,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1995,m,good,575.9,0,NBH samal-2,60
671,38900000,518667,75,50,0.67,2,8,12,1,1,1,8,1,0,0,0,0,0,1,0,1,0,0,1,1,1,2011,m,good,518.7,2,NBH samal-2,60
672,41000000,506173,81,52,0.64,4,8,9,1,1,1,27,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1992,m,high,506.2,1,NBH samal-2,60
673,79000000,506410,156,130,0.83,3,5,20,1,1,1,3,1,0,0,0,0,0,0,1,1,0,0,1,1,1,2016,m,high,506.4,2,NBH samal-2,60
674,45000000,579897,77.6,52.6,0.68,4,5,5,1,0,0,28,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1991,k,good,579.9,1,NBH samal-2,60
675,50000000,400000,125,84,0.67,4,5,5,1,0,0,25,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1994,k,good,400,2,NBH samal-2,60
676,38900000,518667,75,55,0.73,2,8,12,1,1,1,8,1,0,0,0,0,0,1,0,1,0,0,1,1,1,2011,m,good,518.7,2,NBH samal-2,60
677,24500000,583333,42,18,0.43,1,3,9,1,1,1,28,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1991,m,high,583.3,2,NBH samal-2,60
678,35000000,518519,67.5,41.2,0.61,3,5,5,1,0,0,30,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1989,k,high,518.5,1,NBH samal-2,60
679,22000000,511628,43,25,0.58,1,8,9,1,1,1,28,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1991,m,good,511.6,1,NBH samal-2,60
680,79000000,506410,156,130,0.83,3,5,20,1,1,1,3,1,0,0,0,0,0,0,1,1,0,0,1,1,1,2016,m,high,506.4,2,NBH samal-2,60
681,45000000,579897,77.6,52.6,0.68,4,5,5,1,0,0,28,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1991,k,good,579.9,1,NBH samal-2,60
682,50000000,400000,125,84,0.67,4,5,5,1,0,0,25,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1994,k,good,400,2,NBH samal-2,60
683,38900000,518667,75,55,0.73,2,8,12,1,1,1,8,1,0,0,0,0,0,1,0,1,0,0,1,1,1,2011,m,good,518.7,2,NBH samal-2,60
684,24500000,583333,42,18,0.43,1,3,9,1,1,1,28,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1991,m,high,583.3,2,NBH samal-2,60
685,35000000,518519,67.5,41.2,0.61,3,5,5,1,0,0,30,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1989,k,high,518.5,1,NBH samal-2,60
686,22000000,511628,43,25,0.58,1,8,9,1,1,1,28,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1991,m,good,511.6,1,NBH samal-2,60
687,49500000,640362,77.3,56,0.72,4,2,9,1,1,1,30,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1989,m,good,640.4,0,NBH samal-2,60
688,156000000,433333,360,200,0.56,8,2,9,1,1,1,11,1,0,0,0,0,0,1,0,1,0,0,1,0,0,2008,m,good,433.3,0,NBH samal-2,60
689,31000000,462687,67,40,0.6,3,3,9,1,1,1,25,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1994,m,good,462.7,1,NBH samal-2,60
690,43900000,575360,76.3,50.5,0.66,4,2,5,1,1,1,29,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1990,k,good,575.4,1,NBH samal-2,60
691,95000000,569203,166.9,105.2,0.63,4,2,10,1,1,1,11,1,0,0,0,0,1,0,0,1,0,0,1,1,1,2008,m,average,569.2,2,NBH samal-2,60
692,32000000,665281,48.1,28.3,0.59,2,1,5,0,1,0,28,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1991,k,good,665.3,2,NBH samal-2,60
693,49000000,475728,103,67,0.65,4,5,5,1,0,0,48,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1971,k,good,475.7,1,NBH samal-2,60
694,75000000,630252,119,70,0.59,3,4,15,1,1,1,11,1,0,0,0,0,0,0,1,1,0,0,1,1,1,2008,m,high,630.3,2,NBH samal-2,60
695,135000000,675000,200,150,0.75,4,4,6,1,1,1,18,1,0,0,0,0,0,0,1,1,0,0,1,1,0,2001,m,high,675,1,NBH samal-2,60
696,75000000,631845,118.7,74.1,0.62,3,3,15,1,1,1,11,1,0,0,0,0,0,1,0,1,0,0,1,1,1,2008,m,good,631.8,2,NBH samal-2,60
697,36000000,547112,65.8,40.7,0.62,3,1,9,0,1,0,23,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1996,m,high,547.1,0,NBH samal-2,60
698,93000000,775000,120,65,0.54,4,3,9,1,1,1,28,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1991,m,good,775,2,NBH samal-2,60
699,37000000,569231,65,55,0.85,3,5,9,1,1,1,25,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1994,m,high,569.2,2,NBH samal-2,60
700,18200000,598684,30.4,18.1,0.6,1,4,5,1,1,1,44,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1975,p,good,598.7,2,NBH samal-3,61
701,29000000,353659,82,53,0.65,3,5,5,1,0,0,48,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1971,m,high,353.7,0,NBH samal-3,61
702,24900000,518750,48,30,0.63,2,2,4,1,1,1,51,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1968,k,high,518.8,2,NBH samal-3,61
703,81000000,577746,140.2,128.3,0.92,3,16,17,1,1,1,17,1,0,0,0,0,0,0,1,1,0,0,1,1,1,2002,m,high,577.7,2,NBH samal-3,61
704,132000000,825000,160,120,0.75,4,6,10,1,1,1,3,1,0,0,0,0,0,0,1,1,0,0,1,1,0,2016,m,high,825,1,NBH samal-3,61
705,20000000,476190,42,31,0.74,2,2,5,1,1,1,43,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1976,p,good,476.2,2,NBH samal-3,61
706,29300000,771053,38,25,0.66,2,7,9,1,1,1,22,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1997,m,high,771.1,2,NBH samal-3,61
707,23000000,433962,53,51,0.96,1,2,5,1,1,1,11,1,0,0,0,0,0,0,1,1,1,0,0,1,1,2008,p,high,434,2,NBH samal-3,61
708,25000000,589623,42.4,23.6,0.56,1,3,5,1,1,1,52,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1967,k,high,589.6,2,NBH samal-3,61
709,33500000,515385,65,42,0.65,3,4,9,1,1,1,27,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1992,k,good,515.4,2,NBH samal-3,61
710,130000000,698925,186,120,0.65,4,7,17,1,1,1,15,1,0,0,0,0,0,0,1,1,0,0,1,1,1,2004,m,high,698.9,2,NBH samal-3,61
711,44400000,555000,80,55,0.69,3,1,9,0,1,0,25,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1994,k,good,555,1,NBH samal-3,61
712,32600000,472464,69,41.5,0.6,3,5,5,1,0,0,42,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1977,k,high,472.5,1,NBH samal-3,61
713,26500000,768116,34.5,18,0.52,1,3,6,1,1,1,27,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1992,k,good,768.1,1,NBH samal-3,61
714,20000000,434783,46,30,0.65,2,2,4,1,1,1,53,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1966,k,good,434.8,1,NBH samal-3,61
715,48000000,516129,93,60,0.65,4,2,6,1,1,1,23,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1996,k,high,516.1,0,NBH samal-3,61
716,37000000,506849,73,48,0.66,3,10,12,1,1,1,31,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1988,m,good,506.8,0,NBH samal-3,61
717,30000000,600000,50,38,0.76,2,3,4,1,1,1,45,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1974,k,old,600,0,NBH samal-3,61
718,50000000,490196,102,70,0.69,3,8,9,1,1,1,25,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1994,k,high,490.2,2,NBH samal-3,61
719,126000000,488372,258,165,0.64,5,6,8,1,1,1,19,1,0,0,0,0,0,0,1,1,0,0,1,1,0,2000,m,high,488.4,1,NBH samal-3,61
720,28000000,538462,52,35,0.67,2,3,4,1,1,1,47,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1972,k,good,538.5,0,NBH samal-3,61
721,37000000,506849,73,48,0.66,3,2,12,1,1,1,31,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1988,m,good,506.8,1,NBH samal-3,61
722,150000000,555556,270,150,0.56,6,6,7,1,1,1,20,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1999,m,good,555.6,2,NBH samal-3,61
723,87500000,523952,167,127,0.76,4,8,17,1,1,1,13,1,0,0,0,0,0,0,1,1,0,0,1,1,1,2006,m,high,524,2,NBH samal-3,61
724,24000000,387097,62,42,0.68,3,1,4,0,1,0,54,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1965,k,high,387.1,2,NBH samal-3,61
725,113700000,447638,254,220,0.87,5,6,8,1,1,1,21,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1998,m,high,447.6,2,NBH samal-3,61
726,19000000,449173,42.3,27.5,0.65,2,1,4,0,1,0,47,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1972,p,good,449.2,2,NBH samal-3,61
727,29100000,727500,40,23,0.58,1,7,9,1,1,1,21,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1998,m,good,727.5,2,NBH samal-3,61
728,17000000,548387,31,18,0.58,1,4,4,1,0,0,53,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1966,k,good,548.4,1,NBH samal-3,61
729,30500000,516949,59,40,0.68,3,4,4,1,0,0,46,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1973,p,average,516.9,2,NBH samal-3,61
730,19500000,468750,41.6,21.8,0.52,1,4,5,1,1,1,48,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1971,k,high,468.8,2,NBH samal-3,61
731,28900000,426254,67.8,40,0.59,2,4,5,1,1,1,11,1,0,0,0,0,0,1,0,1,0,1,0,1,0,2008,k,good,426.3,1,NBH samal-3,61
732,80000000,683761,117,117,1,3,4,11,1,1,1,3,1,0,0,0,0,0,0,1,1,0,0,1,1,1,2016,m,high,683.8,2,NBH samal-3,61
733,104200000,400769,260,166,0.64,5,3,7,1,1,1,19,1,0,0,0,0,1,0,0,1,0,0,1,0,0,2000,m,average,400.8,0,NBH samal-3,61
734,19000000,558824,34,18,0.53,1,3,5,1,1,1,42,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1977,k,high,558.8,1,NBH samal-3,61
735,33700000,561667,60,35,0.58,2,2,9,1,1,1,22,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1997,p,good,561.7,2,NBH samal-3,61
736,239000000,713433,335,214,0.64,6,15,17,1,1,1,17,1,0,0,0,0,0,0,1,1,0,0,1,1,0,2002,m,high,713.4,1,NBH samal-3,61
737,82000000,678808,120.8,80,0.66,3,1,9,0,1,0,3,1,0,0,0,0,0,0,1,1,0,0,1,1,0,2016,m,high,678.8,1,NBH samal-3,61
738,31000000,478395,64.8,37.7,0.58,2,5,5,1,0,0,11,1,0,0,0,0,0,1,0,1,0,1,0,0,0,2008,k,good,478.4,0,NBH samal-3,61
739,37000000,493333,75,53,0.71,4,4,5,1,1,1,44,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1975,p,good,493.3,1,NBH samal-3,61
740,32000000,471976,67.8,37.7,0.56,2,2,5,1,1,1,11,1,0,0,0,0,0,1,0,1,1,0,0,1,1,2008,p,good,472,2,NBH samal-3,61
741,100000000,400000,250,200,0.8,4,6,6,1,0,0,19,1,0,0,0,0,0,1,0,1,0,1,0,1,1,2000,k,good,400,2,NBH samal-3,61
742,19500000,468750,41.6,26.5,0.64,2,1,5,0,1,0,42,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1977,p,good,468.8,1,NBH samal-3,61
743,18000000,400000,45,30,0.67,1,5,5,1,0,0,42,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1977,k,high,400,1,NBH samal-3,61
744,44700000,442136,101.1,72,0.71,4,6,9,1,1,1,28,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1991,p,high,442.1,2,NBH samal-3,61
745,28000000,642202,43.6,26.2,0.6,2,4,4,1,0,0,53,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1966,k,high,642.2,2,NBH samal-3,61
746,19000000,558824,34,18,0.53,1,3,5,1,1,1,42,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1977,k,high,558.8,1,NBH samal-3,61
747,140000000,777778,180,117,0.65,4,3,6,1,1,1,12,1,0,0,0,0,0,0,1,1,0,0,1,1,1,2007,m,high,777.8,2,NBH samal-3,61
748,60000000,666667,90,70,0.78,3,2,10,1,1,1,3,1,0,0,0,0,0,0,1,1,0,0,1,1,0,2016,m,high,666.7,1,NBH samal-3,61
749,20900000,604046,34.6,18.8,0.54,1,5,5,1,0,0,42,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1977,k,good,604,1,NBH samal-3,61
750,38000000,506667,75,46,0.61,3,5,9,1,1,1,30,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1989,p,good,506.7,1,NBH samal-3,61
751,18500000,313029,59.1,41.3,0.7,3,3,5,1,1,1,41,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1978,p,good,313,0,NBH tastak-1,25
752,20000000,341880,58.5,41.4,0.71,3,5,5,1,0,0,40,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1979,p,high,341.9,2,NBH tastak-1,25
753,20500000,315385,65,48,0.74,3,5,5,1,0,0,39,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1980,p,high,315.4,1,NBH tastak-1,25
754,27000000,306818,88,84.5,0.96,4,2,5,1,1,1,38,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1981,p,good,306.8,2,NBH tastak-1,25
755,35000000,388889,90,60,0.67,4,2,5,1,1,1,25,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1994,p,high,388.9,1,NBH tastak-1,25
756,19500000,382353,51,37.6,0.74,4,4,21,1,1,1,7,1,0,0,0,0,0,1,0,1,0,0,1,1,0,2012,m,good,382.4,1,NBH tastak-2,26
757,30000000,400000,75,66,0.88,2,18,18,1,0,0,4,1,0,0,0,0,0,0,1,1,0,0,1,1,1,2015,m,high,400,2,NBH tastak-2,26
758,20300000,317188,64,35,0.55,3,3,9,1,1,1,19,1,0,0,0,0,0,0,1,1,0,0,1,0,0,2000,m,high,317.2,0,NBH tastak-2,26
759,18500000,333333,55.5,21,0.38,1,2,15,1,1,1,3,1,0,0,0,0,0,1,0,1,0,0,1,1,1,2016,m,good,333.3,2,NBH tastak-2,26
760,26000000,309524,84,72,0.86,3,8,9,1,1,1,34,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1985,k,good,309.5,1,NBH tastak-2,26
761,29000000,362500,80,50,0.63,3,4,5,1,1,1,32,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1987,k,average,362.5,1,NBH tastak-2,26
762,22000000,488889,45,20,0.44,1,7,20,1,1,1,8,1,0,0,0,0,0,1,0,1,0,0,1,1,1,2011,m,good,488.9,2,NBH tastak-2,26
763,30000000,454545,66,45,0.68,3,3,5,1,1,1,40,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1979,p,high,454.5,1,NBH tastak-3,27
764,32000000,516963,61.9,48,0.78,3,2,5,1,1,1,18,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2001,p,high,517,0,NBH tastak-2,26
765,31000000,238462,130,90,0.69,3,8,13,1,1,1,13,1,0,0,0,0,0,0,1,1,0,0,1,0,0,2006,m,high,238.5,0,NBH tastak-2,26
766,25000000,363372,68.8,39.8,0.58,3,3,12,1,1,1,32,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1987,m,average,363.4,1,NBH tastak-3,27
767,25000000,250000,100,56,0.56,3,6,12,1,1,1,13,1,0,0,0,0,0,0,1,1,0,0,1,1,1,2006,m,high,250,2,NBH tastak-2,26
768,28000000,388889,72,45,0.63,3,4,5,1,1,1,29,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1990,p,high,388.9,2,NBH tastak-2,26
769,32000000,426667,75,55.5,0.74,4,3,5,1,1,1,39,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1980,p,high,426.7,2,NBH tastak-2,26
770,41000000,341667,120,110,0.92,4,4,16,1,1,1,7,1,0,0,0,0,0,0,1,1,0,0,1,1,1,2012,m,high,341.7,2,NBH tastak-2,26
771,31000000,387500,80,43,0.54,3,1,5,0,1,0,38,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1981,p,high,387.5,2,NBH tastak-2,26
772,15000000,454545,33,17,0.52,1,3,4,1,1,1,40,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1979,p,bad,454.5,0,NBH tastak-3,27
773,36500000,280769,130,80,0.62,3,12,13,1,1,1,4,1,0,0,0,0,0,0,1,1,0,0,1,1,0,2015,m,high,280.8,1,NBH tastak-2,26
774,20000000,357143,56,26,0.46,2,1,9,0,1,0,18,1,0,0,0,0,0,1,0,1,0,0,1,1,1,2001,m,good,357.1,2,NBH tastak-3,27
775,27000000,346154,78,49,0.63,3,4,8,1,1,1,29,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1990,k,good,346.2,0,NBH tastak-3,27
776,19000000,395833,48,42,0.88,2,2,2,1,0,0,58,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1961,k,high,395.8,2,NBH tastak-3,27
777,27000000,355263,76,50,0.66,3,4,9,1,1,1,28,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1991,k,good,355.3,1,NBH tastak-3,27
778,31000000,243137,127.5,76,0.6,3,7,13,1,1,1,13,1,0,0,0,0,0,0,1,1,0,0,1,1,0,2006,m,high,243.1,1,NBH tastak-2,26
779,26000000,419355,62,56.9,0.92,3,1,9,0,1,0,19,1,1,0,0,0,0,0,0,1,0,0,1,1,0,2000,m,bad,419.4,1,NBH tastak-3,27
780,17500000,388889,45,20,0.44,1,5,9,1,1,1,13,1,0,0,0,0,0,1,0,1,0,0,1,1,1,2006,m,good,388.9,2,NBH tastak-2,26
781,18500000,336364,55,25,0.45,1,12,15,1,1,1,13,1,0,0,0,0,0,0,1,1,0,0,1,1,1,2006,m,high,336.4,2,NBH tastak-2,26
782,26000000,346667,75,45,0.6,3,10,12,1,1,1,31,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1988,m,good,346.7,2,NBH tastak-3,27
783,28000000,311111,90,46,0.51,2,7,12,1,1,1,13,1,1,0,0,0,0,0,0,1,0,0,1,0,0,2006,m,bad,311.1,0,NBH tastak-2,26
784,30000000,326087,92,70,0.76,3,10,12,1,1,1,13,1,0,0,0,0,0,0,1,1,0,0,1,1,0,2006,m,high,326.1,1,NBH tastak-2,26
785,60000000,472441,127,87,0.69,4,4,18,1,1,1,7,1,0,0,0,0,0,0,1,1,0,0,1,1,1,2012,m,high,472.4,2,NBH tastak-2,26
786,26000000,361111,72,45.6,0.63,2,9,20,1,1,1,8,1,0,0,0,0,1,0,0,1,0,0,1,1,0,2011,m,average,361.1,1,NBH tastak-3,27
787,25000000,375375,66.6,55,0.83,2,7,18,1,1,1,7,1,0,0,0,0,0,1,0,1,0,0,1,1,0,2012,m,good,375.4,1,NBH tastak-2,26
788,13000000,309524,42,29,0.69,2,1,5,0,1,0,36,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1983,p,bad,309.5,1,NBH tastak-2,26
789,22200000,418868,53,30.3,0.57,2,7,9,1,1,1,30,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1989,m,high,418.9,2,NBH tastak-2,26
790,12000000,300000,40,37,0.93,2,1,2,0,1,0,50,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1969,k,high,300,2,NBH ajgerim-1,1
791,12000000,279070,43,27,0.63,2,2,2,1,0,0,49,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1970,k,good,279.1,1,NBH ajgerim-1,1
792,12300000,195238,63,48,0.76,1,2,2,1,0,0,52,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1967,k,average,195.2,1,NBH ajgerim-1,1
793,14000000,200000,70,50,0.71,3,1,2,0,1,0,63,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1956,k,good,200,1,NBH ajgerim-1,1
794,9000000,166667,54,32,0.59,3,1,2,0,1,0,35,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1984,k,average,166.7,0,NBH ajgerim-1,1
795,15300000,306000,50,27.8,0.56,2,5,5,1,0,0,29,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1990,k,good,306,0,NBH ajgerim-1,1
796,13000000,282609,46,38,0.83,2,2,2,1,0,0,49,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1970,k,good,282.6,1,NBH ajgerim-1,1
797,12000000,160000,75,60,0.8,3,1,2,0,1,0,59,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1960,k,good,160,1,NBH ajgerim-1,1
798,8500000,229730,37,30,0.81,2,2,2,1,0,0,50,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1969,k,good,229.7,1,NBH ajgerim-1,1
799,15000000,300000,50,40,0.8,3,1,2,0,1,0,59,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1960,k,high,300,1,NBH ajgerim-1,1
800,13000000,270833,48,26.4,0.55,2,5,5,1,0,0,29,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1990,p,good,270.8,2,kalkaman-1,2
801,12300000,279545,44,30,0.68,2,5,5,1,0,0,36,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1983,p,high,279.5,0,kalkaman-1,2
802,24500000,288235,85,55,0.65,3,8,14,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,2019,m,old,288.2,0,kalkaman-1,2
803,12000000,315789,38,20,0.53,1,7,12,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,2019,m,prefin,315.8,0,kalkaman-1,2
